,Unnamed: 0,name,city,country,iata_code,latitude,longitude,links_count
770,770,City Of Colorado Springs Muni,Colorado Springs,Estados Unidos,COS,38.805805,-104.700778,27
771,771,Burlington Intl,Burlington,Estados Unidos,BTV,44.471861,-73.153278,27
772,772,Sultan Mahmud Badaruddin Ii,Palembang,Indonésia,PLM,-2.89825,104.699903,27
773,773,Rarotonga Intl,Avarua,Ilhas Cook,RAR,-21.202739,-159.805556,27
774,774,Licenciado Adolfo Lopez Mateos Intl,Toluca,México,TLC,19.337072,-99.566008,27
775,775,Thunder Bay,Baia do Trovão,Canadá,YQT,48.371944,-89.323889,27
776,776,Bujumbura Intl,Bujumbura,Burundi,BJM,-3.324019,29.318519,27
777,777,Seychelles Intl,Mahé,Seicheles,SEZ,-4.674342,55.521839,26
778,778,Luzhou Airport,Luzhou,China,LZO,28.8522,105.393,26
779,779,Zhoushan Airport,Zhoushan,China,HSN,29.9342,122.362,26
780,780,Ganzhou Airport,Ganzhou,China,KOW,25.8258,114.912,26
781,781,Xiangfan Airport,Xiangfan,China,XFN,32.1506,112.291,26
782,782,Tongliao Airport,Tongliao,China,TGO,43.5567,122.2,26
783,783,Vigra,Alesund,Noruega,AES,62.560372,6.110164,26
784,784,Lehigh Valley Intl,Allentown,Estados Unidos,ABE,40.652083,-75.440806,26
785,785,Diosdado Macapagal International,Cidade de Angeles,Filipinas,CRK,15.185833,120.560278,26
786,786,Bishop International,pedra,Estados Unidos,FNT,42.965424,-83.743629,26
787,787,Sarasota Bradenton Intl,Sarasota,Estados Unidos,SRQ,27.395444,-82.554389,26
788,788,Charlottesville-Albemarle,Charlottesville VA,Estados Unidos,CHO,38.138639,-78.452861,26
789,789,Sioux Falls,Cataratas Sioux,Estados Unidos,FSD,43.582014,-96.741914,26
790,790,Wilmington Intl,Wilmington,Estados Unidos,ILM,34.270615,-77.902569,26
791,791,Friedrichshafen,Friedrichshafen,Alemanha,FDH,47.671317,9.511486,26
792,792,Kashi,Kashi,China,KHG,39.542922,76.019956,26
793,793,Canberra,Canberra,Austrália,CBR,-35.306944,149.195,26
794,794,Mount Isa,Monte Isa,Austrália,ISA,-20.663889,139.488611,26
795,795,Luang Phabang Intl,Luang Prabang,Laos,LPQ,19.897914,102.160764,26
796,796,Zumbi Dos Palmares,Maceió,Brasil,MCZ,-9.510808,-35.791678,26
797,797,Santa Maria,Aracaju,Brasil,AJU,-10.984,-37.070333,26
798,798,Ambrosio L V Taravella,Córdoba,Argentina,COR,-31.323619,-64.207953,26
799,799,Okayama,Okayama,Japão,OKJ,34.756944,133.855278,26
800,800,Taif,Taif,Arábia Saudita,TIF,21.483418,40.544334,26
801,801,La Tontouta,Nouméa,Nova Caledônia,NOU,-22.014553,166.212972,26
802,802,C P A Carlos Rovirosa Intl,Vilahermosa,México,VSA,17.997,-92.817361,26
803,803,Victoria Intl,Vitória,Canadá,YYJ,48.646944,-123.425833,26
804,804,Traian Vuia,Timişoara,Romênia,TSR,45.809861,21.337861,26
805,805,Mikonos,Míconos,Grécia,JMK,37.435128,25.348103,26
806,806,St Jacques,Rennes,França,RNS,48.069508,-1.734794,26
807,807,Mombasa Moi Intl,Mombaça,Quênia,MBA,-4.034833,39.59425,26
808,808,Banjul Intl,Banjul,Gâmbia,BJL,13.337961,-16.652206,26
809,809,Fort Mcmurray,Forte Mcmurray,Canadá,YMM,56.653333,-111.221944,25
810,810,Aniak Airport,Aniak,Estados Unidos,ANI,61.5816,-159.543,25
811,811,Tokua Airport,Tokua,Papua Nova Guiné,RAB,-4.34046,152.38,25
812,812,Patna,Pátina,Índia,PAT,25.591317,85.087992,25
813,813,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brasil,PLU,-19.851181,-43.950628,25
814,814,Gassim,Gassim,Arábia Saudita,ELQ,26.302822,43.773911,25
815,815,Kamuzu Intl,Lilongwe,Maláui,LLW,-13.789378,33.781,25
816,816,Huai An Lianshui Airport,Huai An,China,HIA,33.7772,119.1478,24
817,817,Karmoy,Haugesund,Noruega,HAU,59.345267,5.208364,24
818,818,Wanxian Airport,Wanxian,China,WXN,30.8361,108.406,24
819,819,Yulin Airport,Yulin,China,UYN,38.2692,109.731,24
820,820,Namangan Airport,Namangan,Uzbequistão,NMA,40.9846,71.5567,24
821,821,Misratah Airport,Misratah,Líbia,MRA,32.325,15.061,24
822,822,Aden Adde International Airport,Mogadíscio,Somália,MGQ,2.01444,45.3047,24
823,823,Tampere Pirkkala,Tampere,Finlândia,TMP,61.414147,23.604392,24
824,824,Broome,Broome,Austrália,BME,-17.8,122.2,24
825,825,Central Illinois Rgnl,Bloomington,Estados Unidos,BMI,40.477111,-88.915917,24
826,826,Billings Logan International Airport,Faturamentos,Estados Unidos,BIL,45.80921,-108.537654,24
827,827,Asheville Regional Airport,Asheville,Estados Unidos,AVL,35.436194,-82.541806,24
828,828,Kobe,Kobe,Japão,UKB,34.632778,135.223889,24
829,829,Gainesville Rgnl,Gainesville,Estados Unidos,GNV,29.690056,-82.271778,24
830,830,Alice Springs,Alice Primavera,Austrália,ASP,-23.806667,133.902222,24
831,831,Jammu,Jammu,Índia,IXJ,32.689142,74.837389,24
832,832,Terrance B Lettsome Intl,Tortola,Ilhas Virgens Britânicas,EIS,18.444834,-64.542975,24
833,833,Rafael Nunez,Cartagena,Colômbia,CTG,10.442381,-75.512961,24
834,834,Cataratas Intl,Foz do Iguaçu,Brasil,IGU,-25.59615,-54.487206,24
835,835,Matsuyama,Matsuyama,Japão,MYJ,33.827222,132.699722,24
836,836,Multan Intl,Multan,Paquistão,MUX,30.203222,71.419111,24
837,837,Juan Gualberto Gomez Intl,Varadero,Cuba,VRA,23.034445,-81.435278,24
838,838,Abraham Gonzalez Intl,Cidade Juárez,México,CJS,31.636133,-106.428667,24
839,839,Bern Belp,Berna,Suíça,BRN,46.9141,7.497153,24
840,840,Iasi,Iasi,Romênia,IAS,47.178492,27.620631,24
841,841,A Coruna,A Corunha,Espanha,LCG,43.302061,-8.377256,24
842,842,Burgas,Burgas,Bulgária,BOJ,42.569583,27.515236,24
843,843,Zanzibar,Zanzibar,Tanzânia,ZNZ,-6.222025,39.224886,24
844,844,Juba,Juba,Sudão do Sul,JUB,4.872006,31.601117,24
845,845,Sialkot Airport,Sialcote,Paquistão,SKT,32.5356,74.3639,23
846,846,Londrina,Londrina,Brasil,LDB,-23.333625,-51.130072,23
847,847,Nausori Intl,Nausori,Fiji,SUV,-18.043267,178.559228,23
848,848,Linz,Linz,Áustria,LNZ,48.233219,14.187511,23
849,849,Bale Mulhouse,Mulhouse,França,MLH,47.589583,7.529914,23
850,850,Nouakchott,Nouakschott,Mauritânia,NKC,18.097856,-15.947956,23
851,851,Fuyang Airport,Fuyang,China,FUG,32.9,115.816667,22
852,852,Manzhouli,Manzhouli,China,NZH,49.566667,117.329444,22
853,853,Jasionka,Rzeszów,Polônia,RZE,50.109958,22.019,22
854,854,Kjevik,Kristiansand,Noruega,KRS,58.204214,8.085369,22
855,855,Datong Airport,Datong,China,DAT,40.0603,113.482,22
856,856,Belgorod International Airport,Belgorod,Rússia,EGO,50.6438,36.5901,22
857,857,Santo Pekoa International Airport,santo,Vanuatu,SON,-15.505033,167.219742,22
858,858,Kirkwall,Kirkwall,Reino Unido,KOI,58.957778,-2.905,22
859,859,Isle Of Man,Ilha de Man,Ilha de Man,IOM,54.083333,-4.623889,22
860,860,South Bend Rgnl,curva Sul,Estados Unidos,SBN,41.708661,-86.31725,22
861,861,San Pedro,Sao Pedro,Belize,SPR,17.913936,-87.971075,22
862,862,Nadzab,Nadzab,Papua Nova Guiné,LAE,-6.569828,146.726242,22
863,863,Riyan,Mukalla,Iémen,RIY,14.662639,49.375028,22
864,864,Chiang Rai Intl,Chiang Rai,Tailândia,CEI,19.952342,99.882928,22
865,865,Paderborn Lippstadt,Paderborn,Alemanha,PAD,51.614089,8.616317,22
866,866,Munster Osnabruck,Münster,Alemanha,FMO,52.134642,7.684831,22
867,867,Port Blair,Porto Blair,Índia,IXZ,11.641161,92.729744,22
868,868,Raipur,Raipur,Índia,RPR,21.180406,81.738753,22
869,869,Mount Hagen,Monte Hagen,Papua Nova Guiné,HGU,-5.826789,144.295861,22
870,870,Mukhino,Ulan-ude,Rússia,UUD,51.807764,107.437644,22
871,871,Kadala,Chita,Rússia,HTA,52.026317,113.305556,22
872,872,Robert L Bradshaw,Basse-Terre,São Cristóvão e Nevis,SKB,17.311194,-62.718667,22
873,873,General Manuel Carlos Piar,Guiana,Venezuela,PZO,8.288528,-62.760361,22
874,874,General Jose Antonio Anzoategui Intl,Barcelona,Venezuela,BLA,10.107139,-64.689161,22
875,875,Teniente Alejandro Velasco Astete Intl,Cusco,Peru,CUZ,-13.535722,-71.938781,22
876,876,Gustavo Rojas Pinilla,Ilha de San Andrés,Colômbia,ADZ,12.583594,-81.711192,22
877,877,Olaya Herrera,Medellín,Colômbia,EOH,6.219958,-75.590519,22
878,878,Cerro Moreno Intl,Antofagasta,Chile,ANF,-23.444478,-70.4451,22
879,879,Senador Petronio Portella,Teresina,Brasil,THE,-5.059942,-42.823478,22
880,880,Maraba,Marabá,Brasil,MAB,-5.368589,-49.138025,22
881,881,Presidente Castro Pinto,João Pessoa,Brasil,JPA,-7.148381,-34.950681,22
882,882,Miyazaki,Miyazaki,Japão,KMI,31.877222,131.448611,22
883,883,Zahedan Intl,Zaedã,Irã,ZAH,29.475686,60.906189,22
884,884,Cibao Intl,Santiago,República Dominicana,STI,19.406092,-70.604689,22
885,885,Tivat,Tivat,Montenegro,TIV,42.404664,18.723286,22
886,886,Lajes,Lajes (ilha terceira),Portugal,TER,38.761842,-27.090797,22
887,887,Ronchi Dei Legionari,Ronchi De Legionari,Itália,TRS,45.8275,13.472222,22
888,888,Aktio,Préveza,Grécia,PVK,38.925467,20.765311,22
889,889,Bellegarde,Limoges,França,LIG,45.862778,1.179444,22
890,890,Roumaniere,Bergerac,França,EGC,44.825279,0.5186109999999999,22
891,891,Vigo,Vigo,Espanha,VGO,42.2318,-8.626775,22
892,892,Sale,Rabate,Marrocos,RBA,34.051467,-6.751519,22
893,893,Al Najaf International Airport,Najaf,Iraque,NJF,31.991667,44.404167,21
894,894,Saint Barthelemy,Gustávia,França,SBH,17.9023,-62.8324,21
895,895,Inverness,Inverness,Reino Unido,INV,57.5425,-4.0475,21
896,896,Yeager,charleston,Estados Unidos,CRW,38.373147,-81.593189,21
897,897,Aeroporto de Porto Seguro,Porto Seguro,Brasil,BPS,-16.438611,-39.080833,21
898,898,El Tari,Kupang,Indonésia,KOE,-10.171583,123.671136,21
899,899,Eglin Afb,Valparaíso,Estados Unidos,VPS,30.48325,-86.5254,21
900,900,Birsa Munda,Ranchi,Índia,IXR,23.31425,85.321675,21
901,901,Shymkent,Chimkent,Cazaquistão,CIT,42.364167,69.478889,21
902,902,George F L Charles,Castries,Santa Lúcia,SLU,14.020228,-60.992936,21
903,903,El Plumerillo,Mendoza,Argentina,MDZ,-32.831717,-68.792856,21
904,904,Prince Said Ibrahim,Morôni,Comores,HAH,-11.533661,43.27185,20
905,905,Ndola,Ndola,Zâmbia,NLA,-12.998139,28.664944,20
906,906,Unalakleet Airport,Unalakleet,Estados Unidos,UNK,63.888333,-160.798889,20
907,907,Jining Airport ,Jining,China,JNG,35.417,116.533,20
908,908,Hami Airport,Hami,China,HMI,42.8414,93.6692,20
909,909,La Rochelle-Ile de Re,La Rochelle,França,LRH,46.1792,-1.19528,20
910,910,Mt. Fuji Shizuoka Airport,Shizuoka,Japão,FSZ,34.796111,138.189444,20
911,911,Jiamusi Airport,Jiamusi,China,JMU,46.843394,130.465389,20
912,912,Korla Airport,Korla,China,KRL,41.6978,86.1289,20
913,913,Alta,Alta,Noruega,ALF,69.976111,23.371667,20
914,914,Sulaymaniyah International Airport,Suleimânia,Iraque,ISU,35.5608,45.3147,20
915,915,Norwich,Norwich,Reino Unido,NWI,52.675833,1.282778,20
916,916,Atyrau,Atyrau,Cazaquistão,GUW,47.121944,51.821389,20
917,917,Mudanjiang,Mudanjiang,China,MDG,44.523889,129.568889,20
918,918,Falconara,Ancona,Itália,AOI,43.616389,13.362222,20
919,919,Yibin,Yibin,China,YBP,28.800278,104.544444,20
920,920,Monterey Peninsula,Monterrei,Estados Unidos,MRY,36.587,-121.842944,20
921,921,Portland Intl Jetport,Portland,Estados Unidos,PWM,43.646161,-70.309281,20
922,922,Bellingham Intl,Bellingham,Estados Unidos,BLI,48.792694,-122.537528,20
923,923,Atlantic City Intl,Cidade atlântica,Estados Unidos,ACY,39.457583,-74.577167,20
924,924,Varanasi,Varanasi,Índia,VNS,25.452358,82.859342,20
925,925,Gumrak,Volgogrado,Rússia,VOG,48.782528,44.345544,20
926,926,Thyna,Sfax,Tunísia,SFA,34.717953,10.690972,20
927,927,Arturo Michelena Intl,Valência,Venezuela,VLN,10.149733,-67.9284,20
928,928,Rodriguez Ballon,Arequipa,Peru,AQP,-16.341072,-71.583083,20
929,929,Johan A Pengel Intl,Zandery,Suriname,PBM,5.452831,-55.187783,20
930,930,Ernesto Cortissoz,Barranquilha,Colômbia,BAQ,10.889589,-74.780819,20
931,931,El Tepual Intl,Porto Montt,Chile,PMC,-41.438886,-73.093953,20
932,932,Regional De Maringa Silvio Name Junior,Maringá,Brasil,MGF,-23.476392,-52.016406,20
933,933,Iloilo,Iloilo,Filipinas,ILO,10.713044,122.545297,20
934,934,Hakodate,Hakodate,Japão,HKD,41.77,140.821944,20
935,935,Francisco C Ada Saipan Intl,Saipan,Ilhas Marianas do Norte,SPN,15.119003,145.729356,20
936,936,Rasht,Rasht,Irã,RAS,37.325314,49.605817,20
937,937,Frank Pais Intl,Holguín,Cuba,HOG,20.785589,-76.315108,20
938,938,Torreon Intl,Torreón,México,TRC,25.568278,-103.410583,20
939,939,General Francisco J Mujica Intl,Morelia,México,MLM,19.849944,-101.0255,20
940,940,General Manuel Marquez De Leon Intl,La Paz,México,LAP,24.072694,-110.362475,20
941,941,Casa De Campo Intl,A Romana,República Dominicana,LRM,18.450711,-68.911833,20
942,942,Trabzon,Trebizonda,Peru,TZX,40.995108,39.789728,20
943,943,Prince George,Príncipe Jorge,Canadá,YXS,53.889444,-122.678889,20
944,944,Mitilini,Mitilini,Grécia,MJT,39.056667,26.598333,20
945,945,Kalamata,Calamata,Grécia,KLX,37.068319,22.025525,20
946,946,Salvaza,Carcassona,França,CCF,43.215978,2.306317,20
947,947,Greater Moncton Intl,Moncton,Canadá,YQM,46.112221,-64.678611,20
948,948,Luxor Intl,Luxor,Egito,LXR,25.671028,32.706583,20
949,949,Angads,Oujda,Marrocos,OUD,34.78715,-1.923986,20
950,950,Lubumbashi Intl,Lubumashi,Congo (Kinshasa),FBM,-11.591333,27.530889,20
951,951,Ndjamena Hassan Djamous,N'djamena,Chade,NDJ,12.133689,15.034019,19
952,952,Osnova International Airport,Carcóvia,Ucrânia,HRK,49.924786,36.289986,19
953,953,Maastricht,Maastricht,Holanda,MST,50.911658,5.770144,19
954,954,Wilkes Barre Scranton Intl,Scranton,Estados Unidos,AVP,41.338478,-75.723403,19
955,955,Rick Husband Amarillo Intl,amarelo,Estados Unidos,AMA,35.219369,-101.705931,19
956,956,Lubbock Preston Smith Intl,Lubeca,Estados Unidos,LBB,33.663639,-101.822778,19
957,957,Jorge Wilsterman,Cochabamba,Bolívia,CBB,-17.421058,-66.177114,19
958,958,Diego Aracena Intl,Iquique,Chile,IQQ,-20.535222,-70.181275,19
959,959,Babelthuap,Babelthuap,Palau,ROR,7.367303,134.544278,19
960,960,Yenbo,Yenbo,Arábia Saudita,YNB,24.144244,38.06335,19
961,961,Kuujjuaq,Quujjuaq,Canadá,YVP,58.096111,-68.426944,19
962,962,Nampula,Nampula,Moçambique,APL,-15.105611,39.2818,18
963,963,Sir Seretse Khama Intl,Gaberone,Botsuana,GBE,-24.555225,25.918208,18
964,964,Port Elizabeth Intl,Porto Elizabeth,África do Sul,PLZ,-33.984919,25.617275,18
965,965,Sohag International,Sohag,Egito,HMB,26.341189,31.742983,18
966,966,Nuuk,Godthaab,Groenlândia,GOH,64.190922,-51.678064,18
967,967,Hatay Airport,Hatay,Peru,HTY,36.362778,36.282222,18
968,968,Jing Gang Shan Airport,Ji An,China,JGS,26.8997,114.7375,18
969,969,Evenes,Harstad-Narvik,Noruega,EVE,68.4913,16.678108,18
970,970,Dachuan Airport,Dazhou,China,DAX,31.3,107.5,18
971,971,Cheongju International Airport,Chongju,Coreia do Sul,CJJ,36.7166,127.499119,18
972,972,Robin Hood Doncaster Sheffield Airport,Doncaster,Sheffield,DSA,0.0,53.474722,18
973,973,Upernavik Airport,Upernavik,Groenlândia,JUV,72.7902,-56.1306,18
974,974,Blackpool,Blackpool,Reino Unido,BLK,53.771667,-3.028611,18
975,975,Talagi,Arcangel,Rússia,ARH,64.360281,40.430167,18
976,976,Luoyang Airport,Luoyang,China,LYA,34.41,112.28,18
977,977,Rogue Valley Intl Medford,Medford,Estados Unidos,MFR,42.374228,-122.8735,18
978,978,Appleton,Appleton,Estados Unidos,ATW,44.257526,-88.507576,18
979,979,Gulfport-Biloxi,Gulfport,Estados Unidos,GPT,30.407278,-89.070111,18
980,980,Evansville Regional,Evansville,Estados Unidos,EVV,38.036997,-87.532364,18
981,981,Mobile Rgnl,Móvel,Estados Unidos,MOB,30.691231,-88.242814,18
982,982,Four Corners Rgnl,Farmington,Estados Unidos,FMN,36.74125,-108.229944,18
983,983,Newport News Williamsburg Intl,Notícias de Newport,Estados Unidos,PHF,37.131894,-76.492989,18
984,984,Saarbrucken,Saarbrücken,Alemanha,SCN,49.214553,7.109508,18
985,985,Hobart,Hobart,Austrália,HBA,-42.836111,147.510278,18
986,986,Sibu,Sibu,Malásia,SBW,2.261603,111.985322,18
987,987,Trichy,Tiruchirappalli,Índia,TRZ,10.765364,78.709722,18
988,988,Chandigarh,Chandigarh,Índia,IXC,30.673469,76.788542,18
989,989,Amritsar,Amritsar,Índia,ATQ,31.709594,74.797264,18
990,990,Imphal,Impal,Índia,IMF,24.75995,93.896697,18
991,991,Syktyvkar,Syktyvkar,Rússia,SCW,61.64705,50.84505,18
992,992,Flamingo,Kralendijk,Antilhas Holandesas,BON,12.131044,-68.268511,18
993,993,Henry E Rohlsen,Ilha de Santa Cruz,Ilhas Virgens,STX,17.701889,-64.798556,18
994,994,Governador Jorge Teixeira De Oliveira,Porto Velho,Brasil,PVH,-8.709294,-63.902281,18
995,995,Ilheus,Ilhéus,Brasil,IOS,-14.815964,-39.033197,18
996,996,Puerto Princesa,Porto Princesa,Filipinas,PPS,9.742119,118.758731,18
997,997,Toyama,Toyama,Japão,TOY,36.648333,137.1875,18
998,998,Kumamoto,Kumamoto,Japão,KMJ,32.837319,130.85505,18
999,999,Oita,Oita,Japão,OIT,33.479444,131.737222,18
1000,1000,Annaba,Annaba,Argélia,AAE,36.822225,7.809167,18
1001,1001,Tabuk,Tabuque,Arábia Saudita,TUU,28.365417,36.618889,18
1002,1002,Exuma Intl,Grande Exuma,Bahamas,GGT,23.562631,-75.877958,18
1003,1003,Abel Santamaria,Santa Clara,Cuba,SNU,22.492192,-79.943611,18
1004,1004,Marcos A Gelabert Intl,Panamá,Panamá,PAC,8.973339,-79.555583,18
1005,1005,Ixtapa Zihuatanejo Intl,Zihuatanejo,México,ZIH,17.601569,-101.460536,18
1006,1006,Jesus Teran Intl,Aguascalientes,México,AGU,21.705558,-102.317858,18
1007,1007,Oguzeli,Gaziantep,Peru,GZT,36.947183,37.478683,18
1008,1008,Pescara,Pescara,Itália,PSR,42.431656,14.181067,18
1009,1009,Samos,Samos,Grécia,SMI,37.689999,26.911667,18
1010,1010,Vias,Béziers,França,BZR,43.323522,3.353903,18
1011,1011,Auvergne,Clermont-Ferrand,França,CFE,45.786661,3.169169,18
1012,1012,Granada,Granada,Espanha,GRX,37.188731,-3.777356,18
1013,1013,Varna,Varna,Bulgária,VAR,43.232072,27.825106,18
1014,1014,Belize City Municipal Airport,Belize,Belize,TZA,17.5344,-88.298,17
1015,1015,Vance Winkworth Amory International Airport,Charlestown,São Cristóvão e Nevis,NEV,17.205678,-62.589869,17
1016,1016,Midland Intl,Região Central,Estados Unidos,MAF,31.942528,-102.201914,17
1017,1017,Kodiak,Kodiak,Estados Unidos,ADQ,57.749967,-152.493856,17
1018,1018,Liege,Liège,Bélgica,LGG,50.637417,5.443222,17
1019,1019,Bhubaneshwar,Bhubaneswar,Índia,BBI,20.244364,85.817781,17
1020,1020,Mirny,Mirnyj,Rússia,MJZ,62.534689,114.038928,17
1021,1021,Queenstown,Internacional de Queenstown,Nova Zelândia,ZQN,-45.021111,168.739167,17
1022,1022,Magenta,Nouméa,Nova Caledônia,GEA,-22.258278,166.472806,17
1023,1023,General Juan N Alvarez Intl,Acapulco,México,ACA,16.757061,-99.753953,17
1024,1024,Pemba,Pemba,Moçambique,POL,-12.986753,40.522492,16
1025,1025,Comiso,Comiso,Itália,CIY,37.0,14.6144,16
1026,1026,Bijie Feixiong Airport,Bijie,China,BFJ,27.253,105.426,16
1027,1027,Sondre Stromfjord,Sondstrom,Groenlândia,SFJ,67.016969,-50.689325,16
1028,1028,Visby,Visby,Suécia,VBY,57.662797,18.346211,16
1029,1029,Umea,Umeá,Suécia,UME,63.791828,20.282758,16
1030,1030,Wuhai,Wuhai,China,WUA,39.794444,106.799444,16
1031,1031,Ain Arnat Airport,Sétif,Argélia,QSF,36.1781,5.32449,16
1032,1032,Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,47.239628,123.918131,16
1033,1033,Guangyuan Airport,Guangyuan,China,GYS,32.3911,105.702,16
1034,1034,Nanyang Airport,Nanyang,China,NNY,32.9808,112.615,16
1035,1035,Changde Airport,Changde,China,CGD,28.9189,111.64,16
1036,1036,Nadym Airport,Nadim,Rússia,NYM,65.4809,72.6989,16
1037,1037,Khanty Mansiysk Airport,Khanty-Mansiysk,Rússia,HMA,61.028479,69.086067,16
1038,1038,Salekhard Airport,Salehard,Rússia,SLY,66.590753,66.611042,16
1039,1039,Tri Cities Airport,Pasco,Estados Unidos,PSC,46.2647,-119.119,16
1040,1040,Ust Kamenogorsk Airport,Ust-Kamenogorsk,Cazaquistão,UKK,50.0366,82.4942,16
1041,1041,Aarhus,Arhus,Dinamarca,AAR,56.300017,10.619008,16
1042,1042,Pierre Regional Airport,Pedro,Estados Unidos,PIR,44.3827,-100.286,16
1043,1043,Fayetteville Regional Grannis Field,Fayetteville,Estados Unidos,FAY,34.9912,-78.8803,16
1044,1044,Gheshm Airport,Gueshm,Irã,GSM,26.9487,56.2688,16
1045,1045,Red Lake Airport,Lago Vermelho,Canadá,YRL,51.0669,-93.7931,16
1046,1046,Inuvik Mike Zubko,Inuvik,Canadá,YEV,68.304167,-133.482778,16
1047,1047,Turku,Turku,Finlândia,TKU,60.514142,22.262808,16
1048,1048,Hammerfest Airport,Festival do Martelo,Noruega,HFT,70.679722,23.668889,16
1049,1049,Newcastle Airport,Newcastle,Austrália,NTL,-32.78,151.83,16
1050,1050,Cheddi Jagan Intl,Georgetown,Guiana,GEO,6.498553,-58.254119,16
1051,1051,Roberts Fld,Redmond-Bend,Estados Unidos,RDM,44.254066,-121.149964,16
1052,1052,Westerland Sylt,Terra Ocidental,Alemanha,GWT,54.91325,8.340472,16
1053,1053,Rapid City Regional Airport,Cidade rápida,Estados Unidos,RAP,44.045278,-103.057222,16
1054,1054,Grand Junction Regional,Grande Junção,Estados Unidos,GJT,39.122413,-108.526735,16
1055,1055,Gallatin Field,Bozeman,Estados Unidos,BZN,45.777643,-111.160151,16
1056,1056,Kopitnari,Kutaisi,Geórgia,KUT,42.176653,42.482583,16
1057,1057,Santa Barbara Muni,Santa Barbara,Estados Unidos,SBA,34.426211,-119.840372,16
1058,1058,Adi Sumarmo Wiryokusumo,Cidade Solo,Indonésia,SOC,-7.516089,110.756892,16
1059,1059,Baton Rouge Metro Ryan Fld,Baton Rouge,Estados Unidos,BTR,30.533167,-91.149639,16
1060,1060,Austin Straubel Intl,Baía Verde,Estados Unidos,GRB,44.485072,-88.129589,16
1061,1061,Shreveport Rgnl,Shreveport,Estados Unidos,SHV,32.446629,-93.8256,16
1062,1062,Capital City,Lansing,Estados Unidos,LAN,42.7787,-84.587357,16
1063,1063,Bangor Intl,Bangor,Estados Unidos,BGR,44.807444,-68.828139,16
1064,1064,Port Hedland Intl,Porto Hedland,Austrália,PHE,-20.377778,118.626389,16
1065,1065,Kununurra,Kununurra,Austrália,KNX,-15.778056,128.7075,16
1066,1066,Launceston,Launceston,Austrália,LST,-41.545278,147.214167,16
1067,1067,Jefman,Sorong,Indonésia,SOQ,-0.926358,131.121194,16
1068,1068,Sultan Babullah,Ternate,Indonésia,TTE,0.831414,127.381486,16
1069,1069,Heho,Ei,Birmânia,HEH,20.747036,96.792044,16
1070,1070,Madurai,Madurai,Índia,IXM,9.834508,78.093378,16
1071,1071,Agartala,Agartala,Índia,IXA,23.886978,91.24045,16
1072,1072,Chertovitskoye,Voronej,Rússia,VOZ,51.814211,39.229589,16
1073,1073,Astrakhan,Astracã,Rússia,ASF,46.283333,48.006278,16
1074,1074,Tte Av Jorge Henrich Arauz,Trindade,Bolívia,TDD,-14.818739,-64.918019,16
1075,1075,Capitan Oriel Lea Plaza,Tarija,Bolívia,TJA,-21.555736,-64.701325,16
1076,1076,Vanguardia,Villavicencio,Colômbia,VVC,4.167875,-73.613761,16
1077,1077,Port Harcourt Intl,Porto Hartcourt,Nigéria,PHC,5.015494,6.949594,16
1078,1078,Sao Jose Do Rio Preto,São José do Rio Preto,Brasil,SJP,-20.816567,-49.406511,16
1079,1079,Akita,Akita,Japão,AXT,39.615556,140.218611,16
1080,1080,Takamatsu,Takamatsu,Japão,TAK,34.214167,134.015556,16
1081,1081,Yonago Kitaro,Miho,Japão,YGJ,35.492222,133.236389,16
1082,1082,Basrah Intl,Basrá,Iraque,BSR,30.549069,47.662142,16
1083,1083,Madang,Madang,Papua Nova Guiné,MAG,-5.207083,145.7887,16
1084,1084,North Eleuthera,Eleutera do Norte,Bahamas,ELH,25.474861,-76.683489,16
1085,1085,Mont Joli,Monte Joli,Canadá,YYY,48.608612,-68.208056,16
1086,1086,Churchill,Churchill,Canadá,YYQ,58.739167,-94.065,16
1087,1087,Angel Albino Corzo,Tuxtla Gutiérrez,México,TGZ,16.561822,-93.026081,16
1088,1088,Ponciano Arriaga Intl,São Luis Potosí,México,SLP,22.254303,-100.930806,16
1089,1089,General Lucio Blanco Intl,Reynosa,México,REX,26.008908,-98.228513,16
1090,1090,Innsbruck,Insbruck,Áustria,INN,47.260219,11.343964,16
1091,1091,Zaragoza Ab,Saragoça,Espanha,ZAZ,41.666242,-1.041553,16
1092,1092,La Palma,Santa Cruz De La Palma,Espanha,SPC,28.626478,-17.755611,16
1093,1093,Kronoberg,Vaxjo,Suécia,VXO,56.929144,14.727994,15
1094,1094,Kvernberget,Kristiansund,Noruega,KSU,63.111781,7.824522,15
1095,1095,Urgench Airport,Urgência,Uzbequistão,UGC,41.5843,60.6417,15
1096,1096,Deer Lake,Lago dos Cervos,Canadá,YDF,49.210833,-57.391388,15
1097,1097,Asmara Intl,Asmara,Eritreia,ASM,15.291853,38.910667,15
1098,1098,Valley Intl,Harlingen,Estados Unidos,HRL,26.2285,-97.654389,15
1099,1099,Mutiara,Palu,Indonésia,PLW,-0.918542,119.909642,15
1100,1100,Orenburg,Oremburgo,Rússia,REN,51.795786,55.456744,15
1101,1101,Samarkand,Samarcanda,Uzbequistão,SKD,39.700547,66.983829,15
1102,1102,Goloson Intl,La Ceiba,Honduras,LCE,15.742481,-86.853036,15
1103,1103,Erkilet,Caiseri,Peru,ASR,38.770386,35.495428,15
